doi,file_name,status,oa_status,best_host_type,source_url,resolved_url,bytes,http_status,error
10.1021/acs.chemmater.3c00668,unpaywall_oa_0186.pdf,downloaded,hybrid,publisher,https://jyx.jyu.fi/bitstreams/aae02600-775c-42a5-9546-c803af349143/download,https://jyx.jyu.fi/bitstreams/aae02600-775c-42a5-9546-c803af349143/download,5895070,200,alt_location:repository:url_for_pdf
10.1021/acs.jpcc.2c02683,unpaywall_oa_0211.pdf,downloaded,hybrid,publisher,https://hal.science/hal-03884304,https://hal.science/hal-03884304/document,3184074,200,alt_location:repository:url
10.1021/acs.jpcc.2c04777,,failed,hybrid,publisher,https://doi.org/10.1021/acs.jpcc.2c04777,,0,,www.osti.gov: no PDF link found on OA page | www.osti.gov: no PDF link found on OA page | www.osti.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.jpcc.2c04777')
10.1021/acs.energyfuels.2c03299,,failed,green,repository,http://hdl.handle.net/1854/LU-01GSRVFTG83M40GXMME0X0F429,,0,,hdl.handle.net: downloaded response was not a PDF
10.1021/acs.jpcc.3c00965,,failed,green,repository,https://lirias.kuleuven.be/handle/20.500.12942/733301,,0,,lirias.kuleuven.be: no PDF link found on OA page
10.1021/acs.jpcc.3c02933,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.3c02933,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.3c02933')
10.1021/acs.jpcc.3c03063,unpaywall_oa_0218.pdf,downloaded,hybrid,publisher,https://ris.utwente.nl/ws/files/356708551/van-der-wel-et-al-2023-area-selective-low-pressure-thermal-atomic-layer-deposition-of-aluminum-nitride.pdf,https://ris.utwente.nl/ws/files/356708551/van-der-wel-et-al-2023-area-selective-low-pressure-thermal-atomic-layer-deposition-of-aluminum-nitride.pdf,9587442,200,alt_location:repository:url_for_pdf
10.1021/acs.jpcc.3c02262,unpaywall_oa_0216.pdf,downloaded,hybrid,publisher,https://ut3-toulouseinp.hal.science/hal-04316499v1/file/vale.pdf,https://ut3-toulouseinp.hal.science/hal-04316499v1/file/vale.pdf,5502892,200,alt_location:repository:url_for_pdf
10.1021/acs.jpcc.4c05987,unpaywall_oa_0221.pdf,downloaded,hybrid,publisher,https://pure.tue.nl/ws/files/345587580/pieters-et-al-2024-role-of-the-coreactant-on-the-dual-source-behavior-of-lithium-hexamethyldisilazide-for-ald-li.pdf,https://pure.tue.nl/ws/files/345587580/pieters-et-al-2024-role-of-the-coreactant-on-the-dual-source-behavior-of-lithium-hexamethyldisilazide-for-ald-li.pdf,3845441,200,alt_location:repository:url_for_pdf
10.1021/acs.jpcc.1c10816,unpaywall_oa_0209.pdf,downloaded,hybrid,publisher,https://publications.tno.nl/publication/34639448/tHNBU1/merkx-2022-relation.pdf,https://publications.tno.nl/publication/34639448/tHNBU1/merkx-2022-relation.pdf,3198593,200,alt_location:repository:url_for_pdf
10.1021/acs.jpcc.4c08281,unpaywall_oa_0223.pdf,downloaded,hybrid,publisher,https://pure.tue.nl/ws/files/352785389/van-de-poll-et-al-2025-plasma-enhanced-spatial-atomic-layer-deposition-on-2d-and-3d-surface-topologies-the-case-of.pdf,https://pure.tue.nl/ws/files/352785389/van-de-poll-et-al-2025-plasma-enhanced-spatial-atomic-layer-deposition-on-2d-and-3d-surface-topologies-the-case-of.pdf,9701060,200,alt_location:repository:url_for_pdf
10.1021/acs.jpcc.5c02266,,failed,hybrid,publisher,https://doi.org/10.1021/acs.jpcc.5c02266,,0,,www.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.jpcc.5c02266')
10.1021/acs.jpcc.5c05000,,failed,hybrid,publisher,https://doi.org/10.1021/acs.jpcc.5c05000,,0,,www.helmholtz-berlin.de: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.jpcc.5c05000')
10.1021/acs.jpcc.1c10919,,failed,hybrid,publisher,https://doi.org/10.1021/acs.jpcc.1c10919,,0,,"trepo.tuni.fi: ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='trepo.tuni.fi', port=443): Max retries exceeded with url: /handle/10024/223233 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7292d03bc890>, 'Connection to trepo.tuni.fi timed out. (connect timeout=45)'))"")) | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.jpcc.1c10919')"
10.1021/acs.jpcc.5c06502,unpaywall_oa_0228.pdf,downloaded,hybrid,publisher,https://pure.tue.nl/ws/files/373986982/spatial-atomic-layer-deposition-of-irox-using-_etcp_ir_chd_-and-atmospheric-o2-n2-plasma.pdf,https://pure.tue.nl/ws/files/373986982/spatial-atomic-layer-deposition-of-irox-using-_etcp_ir_chd_-and-atmospheric-o2-n2-plasma.pdf,7276900,200,alt_location:repository:url_for_pdf
10.1021/acs.jpcc.5c04406,unpaywall_oa_0226.pdf,downloaded,hybrid,publisher,https://hal.science/hal-05236399,https://hal.science/hal-05236399/document,9504825,200,alt_location:repository:url
10.1021/acs.jpclett.4c01632,,failed,hybrid,publisher,https://doi.org/10.1021/acs.jpclett.4c01632,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | research.tue.nl: HTTPError('403 Client Error: Forbidden for url: https://research.tue.nl/files/334644925/tezsevin-et-al-2024-the-consequences-of-random-sequential-adsorption-for-the-precursor-packing-and-growth-per-cycle-of.pdf') | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.jpclett.4c01632')
10.1021/acs.jpcc.2c04905,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.2c04905,,0,,"trepo.tuni.fi: ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='trepo.tuni.fi', port=443): Max retries exceeded with url: /handle/10024/215966 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7292bbea1610>, 'Connection to trepo.tuni.fi timed out. (connect timeout=45)'))"")) | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.2c04905')"
10.1021/acs.langmuir.2c03465,,failed,hybrid,publisher,https://doi.org/10.1021/acs.langmuir.2c03465,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.langmuir.2c03465')
10.1021/acs.jpclett.3c00834,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acs.jpclett.3c00834,,0,,escholarship.org: HTTPError('403 Client Error: Forbidden for url: https://escholarship.org/content/qt5mf8789t/qt5mf8789t.pdf?t=ry5adi') | pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | www.osti.gov: no PDF link found on OA page | www.osti.gov: no PDF link found on OA page
10.1021/acs.nanolett.4c05671,,failed,hybrid,publisher,https://doi.org/10.1021/acs.nanolett.4c05671,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.nanolett.4c05671')
10.1021/acs.nanolett.1c04175,,failed,green,repository,https://www.ncbi.nlm.nih.gov/pmc/articles/9101075,,0,,www.ncbi.nlm.nih.gov: no PDF link found on OA page
10.1021/acs.langmuir.2c03214,unpaywall_oa_0232.pdf,downloaded,hybrid,publisher,https://pure.tue.nl/ws/files/293504995/acs.langmuir.2c03214.pdf,https://pure.tue.nl/ws/files/293504995/acs.langmuir.2c03214.pdf,6769153,200,alt_location:repository:url_for_pdf
10.1021/acsaelm.3c00012,,failed,green,repository,https://hub.hku.hk/handle/10722/351693,,0,,hub.hku.hk: HTTPError('403 Client Error: Forbidden for url: https://hub.hku.hk/handle/10722/351693')
10.1021/acsaelm.2c00063,,failed,green,repository,https://lirias.kuleuven.be/handle/20.500.12942/698970,,0,,lirias.kuleuven.be: no PDF link found on OA page
10.1021/acsaelm.3c00245,,failed,hybrid,publisher,https://doi.org/10.1021/acsaelm.3c00245,,0,,doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsaelm.3c00245')
10.1021/acs.organomet.5c00242,,failed,hybrid,publisher,https://doi.org/10.1021/acs.organomet.5c00242,,0,,kclpure.kcl.ac.uk: HTTPError('403 Client Error: Forbidden for url: https://kclpure.kcl.ac.uk/portal/files/351879048/brown-et-al-2025-a-higher-yielding-route-for-the-synthesis-of-molecular-precursors-to-thin-films-of-gold-by-atomic.pdf') | www.ncbi.nlm.nih.gov: downloaded response was not a PDF | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.organomet.5c00242')
10.1021/acsaelm.4c00968,,failed,hybrid,publisher,https://doi.org/10.1021/acsaelm.4c00968,,0,,doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsaelm.4c00968')
10.1021/acsaelm.4c02224,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsaelm.4c02224?ref=article_openPDF,,0,,pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsaelm.4c02224?ref=article_openPDF')
10.1021/acsaelm.5c00752,,failed,hybrid,publisher,https://doi.org/10.1021/acsaelm.5c00752,,0,,doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsaelm.5c00752')
10.1021/acsaelm.3c00117,unpaywall_oa_0239.pdf,downloaded,green,repository,https://www.osti.gov/servlets/purl/1973338,https://www.osti.gov/servlets/purl/1973338,1519738,200,alt_location:repository:url_for_pdf
10.1021/acsaelm.3c01565,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsaelm.3c01565,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | research.aalto.fi: HTTPError('403 Client Error: Forbidden for url: https://research.aalto.fi/files/143122050/CHEM_Madadi_et_al_Conformal_high-aspect-ratio_2024_ACS_Appl_Electron_Mater.pdf') | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsaelm.3c01565')
10.1021/acsaem.3c03055,unpaywall_oa_0251.pdf,downloaded,hybrid,publisher,https://eprints.soton.ac.uk/487938/1/zeimpekis_et_al_2024_scalable_large_area_2d_mos2_silicon_nanowire_heterostructures_for_enhancing_energy_storage.pdf,https://eprints.soton.ac.uk/487938/1/zeimpekis_et_al_2024_scalable_large_area_2d_mos2_silicon_nanowire_heterostructures_for_enhancing_energy_storage.pdf,2681185,200,alt_location:repository:url_for_pdf
10.1021/acs.jpcc.4c07091,unpaywall_oa_0222.pdf,downloaded,hybrid,publisher,https://www.utupub.fi/bitstream/10024/192063/1/bhuskute-et-al-2024-defect-mediated-crystallization-of-the-particulate-tio2-photocatalyst-grown-by-atomic-layer.pdf,https://www.utupub.fi/server/api/core/bitstreams/cc473347-9c74-4f6a-a5bd-04ff6f3115fe/content,2937931,200,alt_location::url_for_pdf
10.1021/acs.jpclett.4c03545,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acs.jpclett.4c03545?ref=article_openPDF,,0,,"liu.diva-portal.org: ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='liu.diva-portal.org', port=443): Max retries exceeded with url: /smash/get/diva2:1945710/FULLTEXT01 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7292d05ab500>, 'Connection to liu.diva-portal.org timed out. (connect timeout=45)'))"")) | www.ncbi.nlm.nih.gov: no PDF link found on OA page | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.jpclett.4c03545?ref=article_openPDF')"
10.1021/acsami.3c02466,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsami.3c02466,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | research.tue.nl: HTTPError('403 Client Error: Forbidden for url: https://research.tue.nl/files/305658062/acsami.3c02466.pdf') | research.tue.nl: HTTPError('403 Client Error: Forbidden for url: https://research.tue.nl/files/305658062/acsami.3c02466.pdf') | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsami.3c02466')
10.1021/acsami.3c16948,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsami.3c16948,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsami.3c16948')
10.1021/acsami.3c05647,unpaywall_oa_0257.pdf,downloaded,hybrid,publisher,https://pure.tue.nl/ws/files/305964192/acsami.3c05647.pdf,https://pure.tue.nl/ws/files/305964192/acsami.3c05647.pdf,3106722,200,alt_location:repository:url_for_pdf
10.1021/acsami.4c09630,unpaywall_oa_0262.pdf,downloaded,hybrid,publisher,https://pure.tue.nl/ws/files/343827897/bracesco-et-al-2024-in-situ-ir-spectroscopy-studies-of-atomic-layer-deposited-sno2-on-fullerenes-for-perovskite.pdf,https://pure.tue.nl/ws/files/343827897/bracesco-et-al-2024-in-situ-ir-spectroscopy-studies-of-atomic-layer-deposited-sno2-on-fullerenes-for-perovskite.pdf,2794366,200,alt_location:repository:url_for_pdf
10.1021/acsami.4c19426,,failed,gold,,www.osti.gov/servlets/purl/2549233,,0,,": MissingSchema(""Invalid URL 'www.osti.gov/servlets/purl/2549233': No scheme supplied. Perhaps you meant https://www.osti.gov/servlets/purl/2549233?"")"
10.1021/acsami.5c04879,,failed,hybrid,publisher,https://doi.org/10.1021/acsami.5c04879,,0,,www.ncbi.nlm.nih.gov: downloaded response was not a PDF | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsami.5c04879')
10.1021/acsaem.3c00960,,failed,hybrid,publisher,https://doi.org/10.1021/acsaem.3c00960,,0,,"uu.diva-portal.org: ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='uu.diva-portal.org', port=443): Max retries exceeded with url: /smash/get/diva2:1810438/FULLTEXT01 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7292d05762a0>, 'Connection to uu.diva-portal.org timed out. (connect timeout=45)'))"")) | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsaem.3c00960')"
10.1021/acsami.5c05717,,failed,hybrid,publisher,https://doi.org/10.1021/acsami.5c05717,,0,,www.ncbi.nlm.nih.gov: downloaded response was not a PDF | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsami.5c05717')
10.1021/acsaem.4c02599,,failed,hybrid,publisher,https://doi.org/10.1021/acsaem.4c02599,,0,,"urn.kb.se: ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='uu.diva-portal.org', port=443): Max retries exceeded with url: /smash/record.jsf?pid=diva2:1953853 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7292d05cf350>, 'Connection to uu.diva-portal.org timed out. (connect timeout=45)'))"")) | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsaem.4c02599')"
10.1021/acsami.5c14025,,failed,hybrid,publisher,https://doi.org/10.1021/acsami.5c14025,,0,,pmc.ncbi.nlm.nih.gov: downloaded response was not a PDF | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsami.5c14025')
10.1021/acsami.3c17074,unpaywall_oa_0260.pdf,downloaded,hybrid,publisher,http://hdl.handle.net/11012/249399,https://dspace.vut.cz/server/api/core/bitstreams/ed8d5783-bf25-413d-a5fc-7df3e983fde1/content,10510730,200,alt_location:repository:url
10.1021/acsanm.4c00094,unpaywall_oa_0271.pdf,downloaded,hybrid,publisher,https://pure.tue.nl/ws/files/326568924/schulpen-et-al-2024-nb-doping-and-alloying-of-2d-ws2-by-atomic-layer-deposition-for-2d-transition-metal-dichalcogenide.pdf,https://pure.tue.nl/ws/files/326568924/schulpen-et-al-2024-nb-doping-and-alloying-of-2d-ws2-by-atomic-layer-deposition-for-2d-transition-metal-dichalcogenide.pdf,8690568,200,alt_location:repository:url_for_pdf
10.1021/acsaem.5c00968,,failed,hybrid,publisher,https://doi.org/10.1021/acsaem.5c00968,,0,,"uu.diva-portal.org: ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='uu.diva-portal.org', port=443): Max retries exceeded with url: /smash/get/diva2:1995988/FULLTEXT01 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7292d08e84d0>, 'Connection to uu.diva-portal.org timed out. (connect timeout=45)'))"")) | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsaem.5c00968')"
10.1021/acsanm.4c06844,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsanm.4c06844?ref=article_openPDF,,0,,"eprints.gla.ac.uk: HTTPError('404 Client Error: Not Found for url: http://eprints.gla.ac.uk/view/author/76817.html%3E,') | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsanm.4c06844?ref=article_openPDF')"
10.1021/acsanm.5c02013,,failed,hybrid,publisher,https://doi.org/10.1021/acsanm.5c02013,,0,,doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsanm.5c02013')
10.1021/acs.chemmater.2c01033,,failed,hybrid,publisher,https://doi.org/10.1021/acs.chemmater.2c01033,,0,,"research.tue.nl: HTTPError('403 Client Error: Forbidden for url: https://research.tue.nl/files/216542081/acs.chemmater.2c01033.pdf') | research.tue.nl: HTTPError('403 Client Error: Forbidden for url: https://research.tue.nl/files/216542081/acs.chemmater.2c01033.pdf') | www.scopus.com: ConnectTimeout(MaxRetryError(""HTTPSConnectionPool(host='next-js.scopus.elsevier.systems', port=443): Max retries exceeded with url: /pages/redirect?monolithReturnUrl=%2Finward%2Frecord.url%3Fscp%3D85137383238%26partnerID%3D8YFLogxK (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7292bbea0170>, 'Connection to next-js.scopus.elsevier.systems timed out. (connect timeout=45)'))"")) | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.chemmater.2c01033')"
10.1021/acsmaterialsau.2c00075,,failed,gold,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsmaterialsau.2c00075,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsmaterialsau.2c00075')
10.1021/acscatal.5c03164,,failed,hybrid,publisher,https://doi.org/10.1021/acscatal.5c03164,,0,,www.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acscatal.5c03164')
10.1021/acsami.5c08880,,failed,hybrid,publisher,https://doi.org/10.1021/acsami.5c08880,,0,,pmc.ncbi.nlm.nih.gov: downloaded response was not a PDF | publica.fraunhofer.de: downloaded response was not a PDF | www.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsami.5c08880')
10.1021/acsmaterialsau.5c00071,,failed,gold,publisher,https://doi.org/10.1021/acsmaterialsau.5c00071,,0,,doaj.org: no PDF link found on OA page | www.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsmaterialsau.5c00071')
10.1021/acsanm.2c04934,unpaywall_oa_0268.pdf,downloaded,hybrid,publisher,https://aaltodoc.aalto.fi/bitstreams/acb5efae-79e7-4bc7-8b0e-8085163d1d52/download,https://aaltodoc.aalto.fi/server/api/core/bitstreams/acb5efae-79e7-4bc7-8b0e-8085163d1d52/content,3885395,200,alt_location:repository:url_for_pdf
10.1021/acsnano.3c11325,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsnano.3c11325,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsnano.3c11325')
10.1021/acsomega.2c05584,,failed,gold,publisher,https://doi.org/10.1021/acsomega.2c05584,,0,,www.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsomega.2c05584')
10.1021/acsnano.3c07619,,failed,hybrid,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsnano.3c07619,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | www.osti.gov: no PDF link found on OA page | www.osti.gov: no PDF link found on OA page | www.osti.gov: no PDF link found on OA page
10.1021/acsanm.3c03891,unpaywall_oa_0270.pdf,downloaded,hybrid,publisher,https://repozitorij.uni-lj.si/IzpisGradiva.php?id=152694,https://repozitorij.uni-lj.si/Dokument.php?lang=slv&id=178306&dn=,14270760,200,alt_location:repository:url
10.1021/acsomega.3c00432,,failed,gold,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c00432,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c00432')
10.1021/acsomega.3c01697,,failed,gold,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c01697,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c01697')
10.1021/acsomega.3c09147,,failed,gold,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c09147,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsomega.3c09147')
10.1021/acsomega.3c05657,,failed,gold,publisher,https://doi.org/10.1021/acsomega.3c05657,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | doaj.org: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsomega.3c05657')
10.1021/acsomega.2c06318,,failed,gold,publisher,https://pubs.acs.org/doi/pdf/10.1021/acsomega.2c06318,,0,,doaj.org: no PDF link found on OA page | infoscience.epfl.ch: HTTPError('405 Client Error: Not Allowed for url: https://infoscience.epfl.ch/handle/20.500.14299/193548') | www.ncbi.nlm.nih.gov: no PDF link found on OA page | pubs.acs.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acsomega.2c06318')
10.1021/acsomega.4c11468,,failed,gold,publisher,https://doi.org/10.1021/acsomega.4c11468,,0,,doaj.org: no PDF link found on OA page | www.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsomega.4c11468')
10.1021/acsomega.4c06606,unpaywall_oa_0288.pdf,downloaded,gold,publisher,https://ris.utwente.nl/ws/files/476518738/hidrogo-rico-et-al-2025-tailoring-nickel-oxide-thin-films-comparative-study-of-oxidizing-agents-in-thermal-and-plasma.pdf,https://ris.utwente.nl/ws/files/476518738/hidrogo-rico-et-al-2025-tailoring-nickel-oxide-thin-films-comparative-study-of-oxidizing-agents-in-thermal-and-plasma.pdf,8954638,200,alt_location:repository:url_for_pdf
10.1021/acsomega.1c06512,unpaywall_oa_0281.pdf,downloaded,gold,publisher,https://zenodo.org/record/6357498,https://zenodo.org/records/6357498/files/acsomega.1c06512.pdf,3830358,200,alt_location:repository:url_for_pdf
10.1021/acsnano.4c04097,unpaywall_oa_0280.pdf,downloaded,hybrid,publisher,https://boris.unibe.ch/199750/,https://boris-portal.unibe.ch/server/api/core/bitstreams/2d2ee69a-2250-4ecb-83e5-f6be91a99b56/content,6584046,200,alt_location:repository:url_for_pdf
10.1021/acsomega.5c01112,unpaywall_oa_0290.pdf,downloaded,gold,publisher,https://pureadmin.qub.ac.uk/ws/files/641027759/Effect_of_precursor_purge_time.pdf,https://pureadmin.qub.ac.uk/ws/files/641027759/Effect_of_precursor_purge_time.pdf,6916819,200,alt_location:repository:url_for_pdf
10.1021/acsomega.5c06913,,failed,gold,publisher,https://doi.org/10.1021/acsomega.5c06913,,0,,doaj.org: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsomega.5c06913')
10.1021/acsomega.5c06117,,failed,gold,publisher,https://doi.org/10.1021/acsomega.5c06117,,0,,doaj.org: no PDF link found on OA page | pmc.ncbi.nlm.nih.gov: downloaded response was not a PDF | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsomega.5c06117')
10.1021/acsomega.5c01360,,failed,gold,publisher,https://doi.org/10.1021/acsomega.5c01360,,0,,doaj.org: no PDF link found on OA page | www.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsomega.5c01360')
10.1021/acsomega.5c03453,unpaywall_oa_0292.pdf,downloaded,gold,publisher,https://ris.utwente.nl/ws/files/519593639/area-selective-low-pressure-thermal-atomic-layer-deposition-of-gallium-nitride.pdf,https://ris.utwente.nl/ws/files/519593639/area-selective-low-pressure-thermal-atomic-layer-deposition-of-gallium-nitride.pdf,9944812,200,alt_location:repository:url_for_pdf
10.1021/jacs.1c12538,,failed,green,repository,https://infoscience.epfl.ch/handle/20.500.14299/185553,,0,,infoscience.epfl.ch: HTTPError('405 Client Error: Not Allowed for url: https://infoscience.epfl.ch/handle/20.500.14299/185553')
10.1021/jacs.4c00538,,failed,green,repository,https://infoscience.epfl.ch/handle/20.500.14299/207686,,0,,infoscience.epfl.ch: HTTPError('405 Client Error: Not Allowed for url: https://infoscience.epfl.ch/handle/20.500.14299/207686')
10.1021/acsomega.5c07715,,failed,gold,publisher,https://doi.org/10.1021/acsomega.5c07715,,0,,doaj.org: no PDF link found on OA page | www.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsomega.5c07715')
10.1021/jacsau.3c00334,,failed,gold,publisher,https://doi.org/10.1021/jacsau.3c00334,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | doaj.org: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/jacsau.3c00334')
10.1021/jacs.5c07695,,failed,hybrid,publisher,https://doi.org/10.1021/jacs.5c07695,,0,,pmc.ncbi.nlm.nih.gov: no PDF link found on OA page | www.ncbi.nlm.nih.gov: no PDF link found on OA page | doi.org: HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/jacs.5c07695')
10.1021/acssensors.5c01731,,failed,green,repository,https://biblio.ugent.be/publication/01KG78CN21NS04842TEPJFMGT2,,0,,biblio.ugent.be: downloaded response was not a PDF
